4765460020911148|07|2021|407
4765460020915123|07|2021|634
4765460020912401|07|2021|546
4765460020913417|07|2021|376
4765460020916709|07|2021|318
4765460020914431|07|2021|172
4765460020916568|07|2021|473
4765460020911809|07|2021|208
4765460020911718|07|2021|261
4765460020910355|07|2021|633
4765460020914639|07|2021|786
4765460020911544|07|2021|320
4765460020910686|07|2021|184
4765460020918465|07|2021|570
4765460020911189|07|2021|015
4765460020915578|07|2021|800
4765460020912427|07|2021|037
4765460020911205|07|2021|703
4765460020918614|07|2021|776
4765460020913334|07|2021|787
4765460020913433|07|2021|465
4765460020918838|07|2021|113
4765460020911148|07|2021|283
4765460020915321|07|2021|810
4765460020916469|07|2021|144
4765460020910231|07|2021|541
4765460020912708|07|2021|847
4765460020914167|07|2021|211
4765460020913664|07|2021|455
4765460020917509|07|2021|821
4765460020918416|07|2021|082
4765460020912385|07|2021|522
4765460020913383|07|2021|510
4765460020918135|07|2021|633
4765460020917772|07|2021|141
4765460020916725|07|2021|355
4765460020918531|07|2021|681
4765460020915164|07|2021|330
4765460020911569|07|2021|321
4765460020911700|07|2021|644
4765460020914225|07|2021|402
4765460020910710|07|2021|303
4765460020916428|07|2021|882
4765460020915644|07|2021|603
4765460020914506|07|2021|016
4765460020916220|07|2021|084
4765460020914407|07|2021|332
4765460020914423|07|2021|886
4765460020913458|07|2021|500
4765460020911734|07|2021|807
4765460020918200|07|2021|200
4765460020913631|07|2021|405
4765460020916659|07|2021|545
4765460020916352|07|2021|041
4765460020915156|07|2021|585
4765460020917038|07|2021|577
4765460020911056|07|2021|644
4765460020915230|07|2021|423
4765460020918887|07|2021|212
4765460020910173|07|2021|161
4765460020915164|07|2021|211
4765460020916873|07|2021|084
4765460020913177|07|2021|036
4765460020911031|07|2021|558
4765460020913417|07|2021|028
4765460020918556|07|2021|835
4765460020918531|07|2021|521
4765460020914324|07|2021|205
4765460020913078|07|2021|117
4765460020910454|07|2021|837
4765460020913177|07|2021|686
4765460020914845|07|2021|206
4765460020913557|07|2021|800
4765460020916550|07|2021|078
4765460020914241|07|2021|042
4765460020916212|07|2021|250
4765460020917681|07|2021|826
4765460020914654|07|2021|107
4765460020916279|07|2021|327
4765460020912310|07|2021|262
4765460020911783|07|2021|686
4765460020910231|07|2021|616
4765460020914258|07|2021|708
4765460020917616|07|2021|203
4765460020912088|07|2021|056
4765460020912138|07|2021|422
4765460020918457|07|2021|408
4765460020913805|07|2021|111
4765460020918200|07|2021|056
4765460020914282|07|2021|475
4765460020915180|07|2021|434
4765460020911239|07|2021|802
4765460020910355|07|2021|182
4765460020910389|07|2021|504
4765460020914126|07|2021|008
4765460020911809|07|2021|355
4765460020915172|07|2021|610
4765460020912302|07|2021|860
4765460020916600|07|2021|805
4765460020911445|07|2021|416
